N_mu, N_sigma, GaussCount, PointsPerGauss, MST_Cost_mu, MST_Cost_sigma, MST_Runtime_mu, MST_Runtime_sigma, C16_MFC_Cost_mu, C16_MFC_Cost_sigma, C16_MFC_Runtime_mu, C16_MFC_Runtime_sigma, C16_Gamma_mu, C16_Gamma_sigma, C16_Cluster_Size_Mu_mu, C16_Cluster_Size_Mu_sigma, C16_Cluster_Size_Sigma_mu, C16_Cluster_Size_Sigma_sigma, C16_Sub_Clustering_Runtime_mu, C16_Sub_Clustering_Runtime_sigma, C16_Completion_Edges_Runtime_mu, C16_Completion_Edges_Runtime_sigma, C16_Completion_Runtime_mu, C16_Completion_Runtime_sigma, C16_Clustering_Runtime_mu, C16_Clustering_Runtime_sigma, C32_MFC_Cost_mu, C32_MFC_Cost_sigma, C32_MFC_Runtime_mu, C32_MFC_Runtime_sigma, C32_Gamma_mu, C32_Gamma_sigma, C32_Cluster_Size_Mu_mu, C32_Cluster_Size_Mu_sigma, C32_Cluster_Size_Sigma_mu, C32_Cluster_Size_Sigma_sigma, C32_Sub_Clustering_Runtime_mu, C32_Sub_Clustering_Runtime_sigma, C32_Completion_Edges_Runtime_mu, C32_Completion_Edges_Runtime_sigma, C32_Completion_Runtime_mu, C32_Completion_Runtime_sigma, C32_Clustering_Runtime_mu, C32_Clustering_Runtime_sigma, C64_MFC_Cost_mu, C64_MFC_Cost_sigma, C64_MFC_Runtime_mu, C64_MFC_Runtime_sigma, C64_Gamma_mu, C64_Gamma_sigma, C64_Cluster_Size_Mu_mu, C64_Cluster_Size_Mu_sigma, C64_Cluster_Size_Sigma_mu, C64_Cluster_Size_Sigma_sigma, C64_Sub_Clustering_Runtime_mu, C64_Sub_Clustering_Runtime_sigma, C64_Completion_Edges_Runtime_mu, C64_Completion_Edges_Runtime_sigma, C64_Completion_Runtime_mu, C64_Completion_Runtime_sigma, C64_Clustering_Runtime_mu, C64_Clustering_Runtime_sigma, C128_MFC_Cost_mu, C128_MFC_Cost_sigma, C128_MFC_Runtime_mu, C128_MFC_Runtime_sigma, C128_Gamma_mu, C128_Gamma_sigma, C128_Cluster_Size_Mu_mu, C128_Cluster_Size_Mu_sigma, C128_Cluster_Size_Sigma_mu, C128_Cluster_Size_Sigma_sigma, C128_Sub_Clustering_Runtime_mu, C128_Sub_Clustering_Runtime_sigma, C128_Completion_Edges_Runtime_mu, C128_Completion_Edges_Runtime_sigma, C128_Completion_Runtime_mu, C128_Completion_Runtime_sigma, C128_Clustering_Runtime_mu, C128_Clustering_Runtime_sigma, C256_MFC_Cost_mu, C256_MFC_Cost_sigma, C256_MFC_Runtime_mu, C256_MFC_Runtime_sigma, C256_Gamma_mu, C256_Gamma_sigma, C256_Cluster_Size_Mu_mu, C256_Cluster_Size_Mu_sigma, C256_Cluster_Size_Sigma_mu, C256_Cluster_Size_Sigma_sigma, C256_Sub_Clustering_Runtime_mu, C256_Sub_Clustering_Runtime_sigma, C256_Completion_Edges_Runtime_mu, C256_Completion_Edges_Runtime_sigma, C256_Completion_Runtime_mu, C256_Completion_Runtime_sigma, C256_Clustering_Runtime_mu, C256_Clustering_Runtime_sigma
20000, 0, 8, 2500, 666.8708444082949, 45.72412188439835, 61829.82943362499, 2585.1559123671386, 680.592201668951, 46.884875501176985, 6149.294198375, 1129.4259604774966, 1.038340909430963, 0.0031610180711846405, 1250, 0, 1243.4216733715061, 199.52033105050546, 6108.381975937499, 1121.5372459141558, 0.741742, 0.04953010722908845, 0.0121853125, 0.0010818359232544234, 1.5415626875000001, 0.1585311260824348, 687.8574602489025, 47.69565341028567, 2086.6935023749998, 462.9407520655031, 1.0599509320236813, 0.0042583886764082195, 625, 0, 732.9834462206177, 79.85647518546556, 2082.3266296250004, 462.91847768549866, 1.64864025, 0.07251610321809566, 0.0500845625, 0.004658391929742898, 2.3576070625, 0.08185884837211307, 695.726472070819, 47.61866160662906, 715.7188920625, 92.22253108386909, 1.0814855049564647, 0.0048730875174158245, 312.5, 0, 385.348049168387, 25.89345179516295, 707.43551875, 92.21822893773887, 3.4627985624999997, 0.06513868991809776, 0.21683606250000004, 0.002690145081328094, 4.3724111875, 0.07416124114237399, 706.2519502361465, 48.21336278525847, 316.6474601875, 29.59340259952063, 1.1112733944400741, 0.004620702687697265, 156.25, 0, 195.45419882375018, 12.525751211641312, 299.9477656250001, 29.545760978080505, 7.29117825, 0.045469723269308475, 1.0018441875, 0.008755843800133944, 8.16575075, 0.07600370227865569, 717.7340699342676, 49.35329624164391, 161.63445487500002, 14.494766451160533, 1.1478568032556933, 0.005985507038311504, 78.125, 0, 94.00335126011161, 6.667195425126035, 125.04649625000002, 13.003163375519748, 15.871181250000001, 1.8208368000074686, 4.761200875, 0.5797603623435585, 15.641802625, 0.8442924723915937
19998, 0, 9, 2222, 702.4168582796995, 51.67481852191605, 63088.855442625, 2529.914668070819, 716.7587442903243, 52.551551412961075, 5102.8266623125, 1454.938273122917, 1.0385111419777702, 0.003616516946694799, 1249.875, 0, 1249.060711174206, 221.70270589459764, 5098.987140937501, 1454.8669965375557, 0.7916823125000001, 0.045062294488739066, 0.012472187499999999, 0.001987854346360354, 1.3964892500000001, 0.15032680232517587, 723.8747971533596, 53.59874494294365, 2148.7314281875, 1105.8956584673385, 1.0577712122623923, 0.003069331091018403, 624.9375, 0, 715.5857999055731, 85.14077316275055, 2144.30575475, 1105.9546805680247, 1.6949648750000004, 0.08288527771706126, 0.04829287499999999, 0.002846117198812269, 2.3715876249999996, 0.1091934243932957, 732.6640581554532, 53.35602198124424, 701.9378619375, 139.27633962842003, 1.082089368689006, 0.005007981122625194, 312.46875, 0, 380.6580094158279, 31.47246416142298, 693.5712834999998, 139.29888131124156, 3.503503625, 0.05472343822334604, 0.2168438125, 0.002192635777402109, 4.361563562500001, 0.08478300228153694, 743.8124223221387, 53.99880282943759, 310.0361924375, 38.198467732880964, 1.1121581869703374, 0.0038700509291461067, 156.234375, 0, 190.50495859172506, 14.982710087781243, 293.26766275, 38.201777240848905, 7.3415187500000005, 0.09599753005383792, 1.0008936249999998, 0.010612117831016331, 8.158079437500001, 0.08259893586025235, 755.9601053018707, 56.74246558480719, 157.74969893750003, 10.925854918840981, 1.148830979926704, 0.0046629912224837675, 78.1171875, 0, 93.08117617401432, 5.54426003252066, 122.16781518749998, 10.951093810032765, 15.3459463125, 0.11010910321342596, 4.581498625, 0.07814075976553071, 15.407236625, 0.07728463584121617
20000, 0, 10, 2000, 731.1359716668285, 44.22360593668004, 69910.60578725, 2688.72567789784, 746.2608501839841, 44.66792191550347, 5040.222755875, 1038.6705655317694, 1.0377996032395305, 0.003532753507299127, 1250, 0, 1150.7099103817193, 163.206968752242, 5037.2017298125, 1038.6186534822668, 0.7662540624999999, 0.025987359000263843, 0.011913687499999999, 0.0008809077504731978, 1.3676130625000003, 0.1288559387031059, 753.3656210025129, 45.84397308545059, 2164.9834888749997, 802.1758417538591, 1.0559253940062545, 0.003918585635911976, 625, 0, 727.778824657757, 96.3277179983714, 2160.6589453125, 802.2073423639283, 1.658148625, 0.03868565930980594, 0.04800125, 0.002159901372169573, 2.314287125, 0.06980389758985076, 762.7061774690064, 46.212234311707896, 657.2061703125, 92.00258375642764, 1.0814860034092888, 0.0040902482047949695, 312.5, 0, 369.0274958573501, 29.017678415553075, 648.8420565625001, 92.03536840355073, 3.4920345, 0.054887791463585016, 0.22291381250000003, 0.01274845629487522, 4.3479621875, 0.06240883985684513, 773.7595441813737, 47.38381955406542, 302.6164591875, 26.824777573908463, 1.1112940302693932, 0.004438710507017914, 156.25, 0, 189.72364078604733, 13.030376541926271, 285.8609450625, 26.831160328727442, 7.291993000000001, 0.07022569016570784, 0.9991879374999997, 0.006720618353886312, 8.144517249999998, 0.05606642657430996, 786.9223915568527, 47.99943569053569, 156.2428288125, 11.599414859941199, 1.1498010809769943, 0.005550354358042918, 78.125, 0, 91.97689364321701, 6.178383483007134, 120.37878275, 11.483842050672738, 15.39435325, 0.07603588118324472, 4.556861, 0.03827459666508585, 15.6633969375, 1.0449916358288749
19998, 0, 11, 1818, 727.4515036071017, 53.01129000653852, 67511.35858212499, 1535.1636494433315, 742.4793074258843, 54.260038589716046, 6054.015587375002, 1338.0109785504485, 1.0381872297169688, 0.0031313735952281157, 1249.875, 0, 1195.3586577462313, 176.09199382319449, 6049.794368874999, 1337.5842150945573, 1.738553125, 2.343611988640368, 0.012584250000000002, 0.0030759979986176842, 1.3756763125000002, 0.11423517765322926, 749.3301488313292, 54.23300993068932, 1808.7359258750002, 283.7700337016149, 1.057435573976525, 0.0033000908169551237, 624.9375, 0, 737.5391021143629, 73.06259757796201, 1804.1206573125003, 283.8283668649592, 1.6679958124999998, 0.06326844523360238, 0.048494499999999996, 0.0029681561827168057, 2.3374786874999995, 0.04744240280424084, 758.8558092665472, 55.266674517397114, 675.8911081875, 75.13789505398375, 1.081095339378324, 0.0034830406028795316, 312.46875, 0, 378.47175226022875, 25.0809417588244, 667.562814875, 75.07486193821757, 3.4980407500000004, 0.05423112389290398, 0.2222175625, 0.012469936873179988, 4.345575875000001, 0.05181438345174415, 769.6598706472388, 56.02531206463127, 301.52806574999994, 32.46514892933357, 1.1100565679393797, 0.004471037811000696, 156.234375, 0, 189.29160312298643, 14.935841723490594, 284.59690575, 32.51564243911398, 7.283599625000001, 0.0533985918925713, 1.006218, 0.012440942433151955, 8.1321725, 0.056540124965594095, 782.5067358478692, 57.61319382461401, 152.57995487500003, 11.715584550576434, 1.1473178600260465, 0.0040814286397632136, 78.1171875, 0, 90.11811525967738, 6.115837118873868, 116.9581904375, 11.678093900425964, 15.388350562500001, 0.10861546081933308, 4.5905406875, 0.1005342836938716, 15.408384499999999, 0.08047003212609666
19992, 0, 12, 1666, 741.3001433737222, 39.87054009100664, 70181.71692625001, 2907.0075404060062, 756.4070881686052, 41.23293939967859, 5512.1776649375, 1460.8700858125153, 1.0379414135684941, 0.0023938884421160034, 1249.5, 0, 1249.91111854224, 195.2618245317963, 5499.362215625001, 1462.5458796572227, 0.7597845, 0.0505550123355736, 0.012488437499999998, 0.0018457700279541195, 1.3695675000000003, 0.07007507169190054, 763.2489440947534, 41.00163473286923, 2117.2937049999996, 510.27893905112825, 1.0568177992881882, 0.0029361939474139504, 624.75, 0, 729.1839626296761, 90.2689915263431, 2112.701795125, 510.54930492437836, 1.9526364374999998, 1.1904344479799156, 0.04844825, 0.0027113751238993108, 2.338007, 0.11797039084130387, 773.1115827351091, 41.56456940908415, 665.0584836875, 103.84973506742186, 1.0829011912599995, 0.003690754784300671, 312.375, 0, 363.5161749770423, 30.640211508903647, 655.6318738125, 103.46499025381826, 4.5875186875, 2.991010987674292, 0.21748481249999999, 0.0029870930103268888, 4.339263625, 0.044886675184394965, 784.4494215810296, 42.36162841988797, 296.2254176875, 27.442255926052276, 1.1113153597179273, 0.004519803768635608, 156.1875, 0, 185.1634635266852, 11.587497362002251, 277.76092387500006, 26.91382754702891, 8.46200825, 4.54001862158869, 1.0004004375, 0.010370025982180276, 8.123771625000002, 0.0459941773405546, 797.8796641397507, 43.345341726606236, 154.18557818749997, 13.923020262645426, 1.149480792846323, 0.005508504315580079, 78.09375, 0, 90.86219677883636, 7.482901423346542, 118.35958262500002, 13.96230398535622, 15.337442937499999, 0.08882542304815418, 4.569981937499999, 0.05334815837785398, 15.3913300625, 0.07975557733825649
19994, 0, 13, 1538, 779.0397088567529, 42.61574967896465, 62656.9797533125, 2827.4732702488327, 795.2364255981934, 44.16041013713245, 4428.162239125, 845.9661712411186, 1.0382569463606068, 0.002499129746733861, 1249.625, 0, 1125.706065827625, 141.26538162759726, 4420.2942464375, 839.7207701341806, 1.0242381249999999, 0.8861746534055008, 0.012407375000000002, 0.001492832286084073, 1.5431424375000002, 0.7630778851544225, 801.9569304203446, 43.52228146336891, 1927.3099206249997, 703.4862084360194, 1.055990858179316, 0.0030396608366587484, 624.8125, 0, 664.8203585581387, 55.864234726952944, 1923.0277258125004, 703.5386510574484, 1.664208125, 0.03990056206664733, 0.0474019375, 0.0019008444330333156, 2.3219194999999995, 0.076419335354346, 813.0330900187523, 44.53126468669854, 689.1133990625, 196.80914588237573, 1.0837708185783794, 0.004664250024297982, 312.40625, 0, 357.2610487581503, 21.290014558801907, 680.8260335625, 196.80655352887248, 3.4784816875, 0.0485554550278838, 0.21628024999999998, 0.002389528130719536, 4.3324155625, 0.062360371880875676, 824.857438870114, 45.55570920946021, 289.980867625, 27.765971163035324, 1.1129687467627847, 0.004867689017908412, 156.203125, 0, 180.96582763172646, 10.878270030715088, 271.7244145, 25.683814928120917, 7.270802437499999, 0.060905749533571064, 0.9990509374999998, 0.006597203284998402, 9.713139562499999, 6.055595254220327, 838.235671766733, 45.657137764843384, 151.47829337500002, 7.68234547427361, 1.1478910312939665, 0.004751685963079423, 78.1015625, 0, 89.73173334231288, 4.020291990969123, 115.8699543125, 7.685997660675918, 15.3460859375, 0.13802544754250418, 4.6376361875, 0.2809434613127743, 15.373725124999998, 0.06625177858072467
19992, 0, 14, 1428, 777.9540595068638, 31.368070186079663, 62274.26431387501, 2539.2342615848024, 793.5224075198594, 32.19788252428158, 5344.865861874999, 1472.6321775155955, 1.037875781532875, 0.0027497827783651337, 1249.5, 0, 1170.5515772167555, 209.98287968990616, 5324.4200159375, 1483.3813900130804, 0.8359423749999999, 0.1316859307053505, 0.1574874375, 0.5620219114596389, 1.4326398750000002, 0.21331233942650712, 801.6664962716923, 32.858188441220975, 1947.4520861875, 439.9182926495419, 1.0588443595955752, 0.0034714093295623635, 624.75, 0, 715.230212911497, 61.016842253385896, 1942.3203644374998, 440.55353118984954, 2.372214375, 2.034851133526814, 0.04692225, 0.0014215927467105347, 2.3658738749999997, 0.13462269075636682, 811.5760558543652, 32.685442045278975, 642.2251032500001, 93.97071542098192, 1.081578047299005, 0.0032734743011494575, 312.375, 0, 362.50073209462545, 32.09678497701245, 633.9153106250001, 94.0067792185593, 3.4747646249999997, 0.08052045959248103, 0.23132512500000002, 0.04460271359580462, 4.338122749999999, 0.06148703927200837, 823.9648177716035, 33.44198432229115, 291.04255224999997, 38.196385327134706, 1.1130067821016274, 0.004930754907518182, 156.1875, 0, 183.2269304362779, 17.83828643394225, 274.0240906875, 38.63641116836828, 7.655719562500001, 1.5753468098882606, 0.996786, 0.009546550352090538, 8.119975312500001, 0.060260892503678054, 837.841934974359, 34.19565402360777, 152.640279875, 13.747953668410831, 1.1506882772021627, 0.005150766251577707, 78.09375, 0, 89.59838958445866, 7.701154659550723, 116.69001243750003, 13.950675072304525, 15.494896750000002, 0.6941512172059935, 4.778085312500001, 0.7046747573926144, 15.366315249999998, 0.06070316678158141
19995, 0, 15, 1333, 800.9897313258186, 36.53476736301451, 63604.88207081249, 1625.8372061959715, 817.1305202748842, 38.34431753585754, 5783.8943055, 850.158884470449, 1.0380138170777815, 0.0034889387120594223, 1249.6875, 0, 1202.710077957605, 141.53396380537507, 5755.773847500001, 869.7490529082052, 1.1743486250000004, 1.5850348448896903, 0.013360187499999999, 0.005136232814752827, 1.2627649375, 0.06358531994244893, 824.7141528175923, 38.15993756052204, 1517.815606625, 234.9341702014544, 1.057320929998764, 0.0031492879416425788, 624.84375, 0, 676.8754844306135, 69.64190957325795, 1513.534480625, 234.95295767415266, 1.6102426875, 0.03135223082517167, 0.0484281875, 0.002355427010616918, 2.29847125, 0.06318537173616609, 835.6769001896971, 38.631354521989486, 611.1047190625, 81.97205484776607, 1.0830980485794255, 0.0028293151996656787, 312.421875, 0, 354.32076353358497, 28.328868675995604, 602.9279668125001, 82.00188070679086, 3.4590614375000004, 0.042114496533213946, 0.21582675000000004, 0.0031573337743260516, 4.3171746875, 0.07804904017084292, 848.0784077232527, 37.60966495012937, 280.5493119375, 28.917267580859864, 1.1130560189947845, 0.004529740886549776, 156.2109375, 0, 179.9073377633771, 14.067868837896153, 264.00523250000003, 28.93219738313715, 7.248634312500001, 0.05711035716347641, 1.000948125, 0.012144052658992183, 8.0978324375, 0.0597107214534886, 862.9469035799564, 38.98404663039029, 147.49659574999998, 12.380597470740682, 1.1530952717569434, 0.004942012385828817, 78.10546875, 0, 86.94730965013544, 6.404605143175231, 111.9294549375, 12.255454131126948, 15.3370645625, 0.15968775381348474, 4.641174187499999, 0.16814325081542034, 15.347497875000002, 0.045059078972604326
20000, 0, 16, 1250, 806.0725379519358, 51.2223831457366, 64171.437660125, 2872.6123204476417, 822.2469993590425, 53.25337103545246, 5633.458070875, 1516.7621009604636, 1.0376042366690916, 0.003531485139246077, 1250, 0, 1163.0878843853093, 172.09166727679045, 5621.982044750001, 1508.6023847987408, 0.7652986249999999, 0.051991321455935074, 0.0125348125, 0.0019187340298602485, 1.33729275, 0.09157549979354468, 830.3509082987953, 53.07231715000209, 1864.074778625, 472.6311978721336, 1.0581900695337179, 0.0028599810551740005, 625, 0, 656.1508389812847, 62.496299423697465, 1859.7849803125, 472.6564554481748, 1.6546726875, 0.04509665412993342, 0.047707437500000005, 0.0016973372149027277, 2.3466963749999996, 0.17690220208418653, 840.8162572954611, 53.445863363479006, 627.9035266874998, 88.7155233394155, 1.083690765790229, 0.004171475632521475, 312.5, 0, 347.6212682766258, 28.558546190241668, 619.6696650624999, 88.7146479396763, 3.4724879375000004, 0.06998094853285856, 0.21641975, 0.0024647167053233484, 4.313053375000001, 0.06421179446164367, 852.840807194742, 54.78016757481107, 271.13400624999997, 29.5047009416518, 1.1125175183709235, 0.004784171031101358, 156.25, 0, 174.0627769079013, 14.375757038246181, 254.3734853125, 29.654833494661016, 7.265623687500001, 0.07551354602711907, 1.001800375, 0.01189149032856585, 8.248197124999999, 0.5257833900704588, 867.6785535029417, 55.160181557221556, 148.3025904375, 11.967635848614966, 1.151357135810218, 0.005089149618578161, 78.125, 0, 86.8012502600921, 7.275647265268525, 112.143977, 12.590510015924727, 15.317652687499999, 0.1340312163092608, 4.613058375, 0.1411950104305545, 15.687967124999997, 1.2601047703300248
19992, 0, 17, 1176, 850.189181396317, 34.864975857519056, 61985.3036916875, 2295.627364020855, 867.1299204390175, 35.27666070801896, 4388.3293983125, 1323.5559852346757, 1.0383811547178554, 0.0024000065929184757, 1249.5, 0, 1035.5322194162916, 181.4050174699401, 4382.260987562501, 1326.596575338297, 0.78405875, 0.05464919952352918, 0.012577312500000003, 0.004102314449166927, 1.3228004374999995, 0.1411414033088664, 875.4276756587001, 35.92351815175047, 1365.457433625, 312.6045714913198, 1.0584272287819008, 0.0029430199701589595, 624.75, 0, 602.4857464451895, 67.7686749105566, 1361.0067853125004, 312.67748284025, 1.6804616875, 0.05206468101160175, 0.050944687499999995, 0.006685582657094575, 2.321207, 0.09714858937601718, 887.404753411583, 36.80862404572282, 566.3094590000001, 80.85528070093903, 1.0839940050659933, 0.0035140356401637644, 312.375, 0, 332.2582245366119, 31.774006076562273, 557.3553611875001, 81.95019217085245, 3.4615783125, 0.04843996496272311, 0.216249375, 0.0030016405488290892, 4.288827250000001, 0.06185350214670548, 900.6555286935486, 37.837837663615275, 262.01366643750004, 22.47131284385421, 1.1150915106867147, 0.0038159188549892523, 156.1875, 0, 169.0539247076282, 11.623153160183312, 245.43771900000002, 22.472278350967425, 7.227111437499999, 0.04119748518412369, 1.00295925, 0.008711482103379421, 8.0818595625, 0.06306123149959972, 916.0169835487991, 39.32747304909973, 141.8678039375, 11.8141468938883, 1.1518728935859956, 0.006075889260442496, 78.09375, 0, 84.17394155211147, 6.876775701625945, 106.48934831249998, 11.818791487095575, 15.232014937499999, 0.09590413804580386, 4.5723019375, 0.04271516014904534, 15.327757249999998, 0.062364330289337
